expression,reading,meaning,tags,guid,vietnamese_definition
清む,すむ,"to clear (e.g., weather), to become transparent",JLPT JLPT_2 JLPT_3,wMyt{WAjxX,Để được thanh tẩy
刷る,する,to print,JLPT JLPT_2 JLPT_3,MuPBNA;83U,in
為る,する,"to do, to attempt",JLPT JLPT_2 JLPT_3,z;FwzGK-v+,Trở nên
鋭い,するどい,"pointed, sharp",JLPT JLPT_2 JLPT_3,s@c[Ya@R|h,sắc
すれ違う,すれちがう,to pass by one another,JLPT JLPT_2 JLPT_3,fP+0(@n(JZ,đi ngang qua nhau
ずれる,ずれる,"move, off the point",JLPT JLPT_2 JLPT_3,F2j?XV=5UF,sự thay đổi
正,せい,"(logical) true, regular",JLPT JLPT_2 JLPT_3,AC@`-8Z+qv,chỉ
生,せい,birth,JLPT JLPT_2 JLPT_3,"yDy>Z9R,FJ",sinh
性,せい,"sex, gender",JLPT JLPT_2 JLPT_3,Gy*nj#x|I/,tình dục
姓,せい,"surname, family name",JLPT JLPT_2 JLPT_3,"sO,Mg|Q.hG",họ
所為,せい,"cause, reason, fault",JLPT JLPT_2 JLPT_3,yy|zc*n):n,Nên làm gì
税,ぜい,tax,JLPT JLPT_2 JLPT_3,eEs:NyUxEV,thuế
性格,せいかく,"character, personality",JLPT Intermediate_Japanese Genki_Ln.19 JLPT_3 JLPT_2 Genki Intermediate_Japanese_Ln.3,l3(d&u3o-<,tính cách
正確,せいかく,"accurate, punctuality, exact",JLPT JLPT_2 JLPT_3,rg^|Ktq*}h,Chính xác
世紀,せいき,century,JLPT JLPT_2 JLPT_3,MQfIjnh7j},thế kỷ
請求,せいきゅう,"claim, demand, request",JLPT JLPT_2 JLPT_3,KNbh$sySYl,hỏi
税金,ぜいきん,"tax, duty",Genki_Ln.15 JLPT JLPT_3 JLPT_2 Genki,Ah}s1$;.$[,thuế
清潔,せいけつ,clean,JLPT JLPT_2 JLPT_3,vJiZ-)))FJ,lau dọn
制限,せいげん,"restriction, restraint, limitation",JLPT JLPT_2 JLPT_3,P3D^cMd_|f,giới hạn
成功,せいこう,"success, hit",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,bkv%QuVn22,thành công
正式,せいしき,"official, formal",JLPT JLPT_2 JLPT_3,zSQ*)G#Yvj,chính thức
性質,せいしつ,"nature, property, disposition",JLPT JLPT_2 JLPT_3,E(70}4c-m*,thiên nhiên
精神,せいしん,"mind, soul, spirit",JLPT JLPT_2 JLPT_3,tLy]a8CB9?,Tinh thần
成人,せいじん,adult,JLPT JLPT_2 JLPT_3,"g@,iQ!8;.",người lớn
精々,せいぜい,"at the most, at best",JLPT JLPT_2 JLPT_3,q[aqj]#7$-,Tốt nhất là vậy
成績,せいせき,"grade (i.e., on a test), academic record",JLPT Genki_Ln.12 Intermediate_Japanese JLPT_3 JLPT_2 Genki Intermediate_Japanese_Ln.3,o4$BUl?TFA,điểm
製造,せいぞう,"manufacture, production",JLPT JLPT_2 JLPT_3,OAvZo`.~[q,sản xuất
贅沢,ぜいたく,"luxury, extravagance",JLPT JLPT_2 JLPT_3,"iRbk]j,(Bl",sang trọng
成長,せいちょう,growth,JLPT JLPT_2 JLPT_3,lSq)ru5`@&,lớn lên
生長,せいちょう,growth,JLPT JLPT_2 JLPT_3,G5ys*Os]kn,sự phát triển
制度,せいど,"system, institution",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,]d3#w;wAU,hệ thống
青年,せいねん,"youth, young man",JLPT JLPT_2 JLPT_3,r|D|m%Ih@3,thiếu niên
生年月日,せいねんがっぴ,birth date,JLPT JLPT_2 JLPT_3,H8|M5HOte?,ngày sinh
製品,せいひん,"manufactured goods, finished goods",JLPT JLPT_2 JLPT_3,GY93^mZ;)a,sản phẩm
政府,せいふ,"government, administration",JLPT Intermediate_Japanese Genki JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Genki_Ln.21,zDQAHO%nD/,chính phủ
生物,せいぶつ,"living thing, organism",JLPT JLPT_2 JLPT_3,nx3;swk;nm,sinh vật học
生命,せいめい,life,JLPT JLPT_2 JLPT_3,HfE8+JV[><,mạng sống
整理,せいり,"sorting, arrangement",JLPT JLPT_2 JLPT_3,zlHgN/N7&U,ngăn nắp
咳,せき,cough,JLPT Genki_Ln.12 JLPT_3 JLPT_2 Genki,yQ$e7`wCNr,ho
石炭,せきたん,coal,JLPT JLPT_2 JLPT_3,t&C>c}0]R(,than đá
責任,せきにん,"duty, responsibility",JLPT JLPT_2 JLPT_3,HKrlH:Fl)i,trách nhiệm
石油,せきゆ,"oil, petroleum, kerosene",JLPT JLPT_2 JLPT_3,"gJm,E%Jb`a",dầu
世間,せけん,"world, society",JLPT JLPT_2 JLPT_3,pFmc#=7y9*,Công chúng
説,せつ,theory,JLPT JLPT_2 JLPT_3,kNv(nqwBQ3,Lý thuyết
積極的,せっきょくてき,"positive, active, proactive",JLPT JLPT_2 JLPT_3,zQ[EQ]wde[,tích cực
設計,せっけい,"plan, design",JLPT JLPT_2 JLPT_3,i>to8js@e$,thiết kế
絶対,ぜったい,"definitely, without fail, absoluteness",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,"g,<A9qJmV)",tuyệt đối
セット,セット,set,JLPT JLPT_2 JLPT_3,qu4w*^0<Ni,bộ
愛,あい,love,JLPT JLPT_2 JLPT_3,hFW1YrLt0],giống
相変わらず,あいかわらず,"as ever, as usual",JLPT JLPT_2 JLPT_3,Ojow^*$or,Như thường lệ
愛情,あいじょう,"love, affection",JLPT JLPT_2 JLPT_3,Qzcx!}<3R3,yêu
合図,あいず,"sign, signal",JLPT JLPT_2 JLPT_3,fU+XD$S~|s,dấu hiệu
アイスクリーム,アイスクリーム,ice cream,JLPT JLPT_2 JLPT_3,NP9A]*VE%:,kem
愛する,あいする,to love,JLPT JLPT_2 JLPT_3,DeM>~uF)IC,yêu
相手,あいて,partner; addressee; the person you are talking to,Genki Genki_Ln.22 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_2 JLPT_3,y[.4]/S_M),cộng sự
あいにく,あいにく,unfortunately,JLPT JLPT_2 JLPT_3,hzWiJ*CbeE,Không may
遭う,あう,"to meet, to encounter (undesirable nuance)",JLPT JLPT_2 JLPT_3,5(WM8:K%>,để gặp gỡ
アウト,アウト,out,JLPT JLPT_2 JLPT_3,l:i}>N{A|},Ngoài
明かり,あかり,"lamplight, light (in general)",JLPT JLPT_2 JLPT_3,evqBji16kk,đèn
空き,あき,"vacancy, opening, space",JLPT JLPT_2 JLPT_3,o4~on{17B&,Trống
明らか,あきらか,"obvious, clear",JLPT JLPT_2 JLPT_3,xr&[9MdyXM,thông thoáng
諦める,あきらめる,"to give up, to abandon",Genki Genki_Ln.14 Intermediate_Japanese Intermediate_Japanese_Ln.13 JLPT JLPT_2 JLPT_3,cVjy7W5yAS,bỏ cuộc
飽きる,あきる,"to get tired of, to lose interest in",JLPT JLPT_2 JLPT_3,MTVy#<!xxJ,Tôi thấy chán
握手,あくしゅ,handshake,JLPT JLPT_2 JLPT_3,BX@vSTsJMQ,bắt tay
悪魔,あくま,"devil, demon, evil spirit",JLPT JLPT_2 JLPT_3,gY|8LCMcvD,quỷ dữ
明ける,あける,"to dawn, to become daylight",JLPT JLPT_2 JLPT_3,QYMAJT+i|R,bình minh
揚げる,あげる,"to lift, to fry",JLPT JLPT_2 JLPT_3,kDT9EKS)@x,chiên rán
挙げる,あげる,"to raise; to list, to cite",JLPT JLPT_2 JLPT_3,"GPil,F&M@,",nâng lên
預かる,あずかる,to keep (something) for (someone),Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_2 JLPT_3,n!!dea66oU,chăm sóc
預ける,あずける,"to give into custody, to deposit",JLPT JLPT_2 JLPT_3,ITjUmdJ?SA,tiền gửi
汗,あせ,"sweat, perspiration",JLPT JLPT_2 JLPT_3,L.:p?!w~-_,mồ hôi
与える,あたえる,to give,Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_2 JLPT_3,GyK@0^nn9D,đưa cho
温かい,あたたかい,warm,JLPT JLPT_2 JLPT_3,QwQJvr;Yu/,ấm
暖まる,あたたまる,to warm up,JLPT JLPT_2 JLPT_3,cRMS.07iEY,ấm
温まる,あたたまる,"to warm oneself, to get warm",JLPT JLPT_2 JLPT_3,Cc_8n~b{Xr,ấm
暖める,あたためる,"to warm (up to someone/something), to heat (up to someone/something)",JLPT JLPT_2 JLPT_3,c^bO3wi-j`,ấm
温める,あたためる,"to warm, to heat",JLPT JLPT_2 JLPT_3,nR%K+*);#2,ấm
辺り,あたり,"vicinity, nearby",Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_2 JLPT_3,Nhf6;`GIs6,xung quanh
当たり前,あたりまえ,"usual, common, obvious",JLPT JLPT_2 JLPT_3,"F|qH}g,OWJ",rõ ràng
当たる,あたる,"to be hit, to be successful",JLPT JLPT_2 JLPT_3,c~5${Vgwlg,Đánh
あちこち,あちこち,here and there,JLPT JLPT_2 JLPT_3,zllf&_UO$c,Ở đây đó
扱う,あつかう,"to treat, to handle, to deal with",Intermediate_Japanese Intermediate_Japanese_Ln.14 JLPT JLPT_2 JLPT_3,"o08cD,?4sA",xử lý
集まり,あつまり,"gathering, meeting, collection",JLPT JLPT_2 JLPT_3,jBK/@[g6Hm,tụ họp
当てる,あてる,to hit; to apply to,JLPT JLPT_2 JLPT_3,z-r@1e!?]p,đánh
跡,あと,trace; remains; scar,JLPT JLPT_2 JLPT_3,q{EbQ0$xa;,Dấu vết
穴,あな,hole,JLPT JLPT_2 JLPT_3,J_{zaxL58i,hố
油,あぶら,oil,JLPT JLPT_2 JLPT_3,h++g*X+)DT,Dầu
脂,あぶら,fat,JLPT JLPT_2 JLPT_3,yaI6J=&24M,mập
誤り,あやまり,error,JLPT JLPT_2 JLPT_3,Q&O=zHLH43,lỗi
粗,あら,"defect, flaw, fault",JLPT JLPT_2 JLPT_3,uo3L]S3}+n,dày
嵐,あらし,storm,JLPT JLPT_2 JLPT_3,"x>[,-C/.7:",bão
争う,あらそう,"to dispute, to argue, to fight",JLPT JLPT_2 JLPT_3,gCt~zB/0M*,để chiến đấu
新た,あらた,"new, fresh",JLPT JLPT_2 JLPT_3,vUk>5+m4>^,mới
あらゆる,あらゆる,"all, every",JLPT JLPT_2 JLPT_3,fRH=B?!]8k,mọi
表す,あらわす,"to express, to show",JLPT JLPT_2 JLPT_3,J4D9:Mg)~^,đại diện
現す,あらわす,"to show, to appear, to reveal",JLPT JLPT_2 JLPT_3,"J};,Fjv6&g",tiết lộ
著す,あらわす,"to write, to publish",JLPT JLPT_2 JLPT_3,A}kQPl<:b_,Tác giả
現れ,あらわれ,"expression, indication, sign",JLPT JLPT_2 JLPT_3,wIR$)+P>p),Xuất hiện
現れる,あらわれる,"to appear (v.i.), to become visible; to express",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,uNu]Gn1cS@,xuất hiện
ありがとう,ありがとう,Thank you,JLPT JLPT_2 JLPT_3,"BCk,]QT,C;",Cảm ơn
在る; 有る,ある,"to live, to be, to exist",JLPT JLPT_2 JLPT_3,ugXsXN3GZ/,Tồn tại; hiện hữu
或,ある,"a certain..., some...",JLPT JLPT_2 JLPT_3,fPA~S.(r2^,hoặc
あるいは,あるいは,"or, perhaps",JLPT JLPT_2 JLPT_3,GpvtMObv5I,hoặc
アルバム,アルバム,album,JLPT JLPT_2 JLPT_3,LY~;26p.Bn,album
泡,あわ,"bubble, foam",JLPT JLPT_2 JLPT_3,xuN<Cc$=0q,Bong bóng
合わせる,あわせる,to combine,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,I=R#`?=:d[,cuộc thi đấu
慌てる,あわてる,to become confused、to panic,JLPT JLPT_2 JLPT_3,QKvMMW7GPN,hoảng loạn
哀れ,あわれ,"helpless, pity, pathetic",JLPT JLPT_2 JLPT_3,Di(vg]NB]7,thương tâm
案,あん,"plan, scheme, proposal",JLPT JLPT_2 JLPT_3,wa#Lw#FwSj,trường hợp
案外,あんがい,unexpectedly,JLPT JLPT_2 JLPT_3,c{:][-]9cx,bất ngờ
暗記,あんき,"memorization, learning by heart",JLPT JLPT_2 JLPT_3,J|(sO>=G;),ghi nhớ
安定,あんてい,"stability, equilibrium",JLPT JLPT_2 JLPT_3,tq=A(a}mBR,Sự ổn định
あんなに,あんなに,"to that extent, to that degree",JLPT JLPT_2 JLPT_3,qL7ozV1EL!,Đến thế đấy
あんまり,あんまり,"not very, not much",JLPT JLPT_2 JLPT_3,nQM2*X0Uly,Không hẳn
胃,い,stomach,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,J;|<l]nldO,Cái bụng
委員,いいん,committee member,JLPT JLPT_2 JLPT_3,"yw,e]%D0#",Ủy ban
意外,いがい,"unexpected, surprising",JLPT JLPT_2 JLPT_3,w~HVZz5(Yv,Tai nạn
行き,いき,going,JLPT JLPT_2 JLPT_3,sv:5&WPn~-,Đang đi
行き,ゆき,going,JLPT JLPT_2 JLPT_3,Qo3!wH.:.8,Đang đi
息,いき,breath,JLPT JLPT_2 JLPT_3,Mg6)U{FFzO,hơi thở
勢い,いきおい,"force, vigor, momentum",JLPT JLPT_2 JLPT_3,b/)jjg52IA,động lực
生き物,いきもの,"living thing, creature",JLPT JLPT_2 JLPT_3,cJD+|G`QOg,Sinh vật sống
いけない,いけない,"must not do, bad, wrong",JLPT JLPT_2 JLPT_3,rH~_kL3NSH,KHÔNG
医師,いし,"doctor, physician",JLPT JLPT_2 JLPT_3,L]3urgx$u7,Bác sĩ
意思,いし,"intention, purpose",JLPT JLPT_2 JLPT_3,GeK4#dpi2R,nghĩa là
意志,いし,"will, volition",JLPT JLPT_2 JLPT_3,F^=nB=4_Bt,sẽ
維持,いじ,"maintenance, preservation",JLPT JLPT_2 JLPT_3,NkxQSQGjpb,duy trì
意識,いしき,"consciousness, senses",JLPT JLPT_2 JLPT_3,B.j@@N??C@,ý thức
異常,いじょう,"strangeness, abnormality, disorder",JLPT JLPT_2 JLPT_3,O08lYk-IK<,bất thường
意地悪,いじわる,"malicious, mean, unkind",JLPT JLPT_2 JLPT_3,Q2_n%:>L!6,nghĩa là
泉,いずみ,"spring, fountain",JLPT JLPT_2 JLPT_3,l*ms=cUi*A,mùa xuân
いずれ,いずれ,"where, which, who",JLPT JLPT_2 JLPT_3,tyll~{/>;},Sau cùng
以前,いぜん,in the past; before,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,vzioeTDgh&,trước
板,いた,"board, plank",JLPT JLPT_2 JLPT_3,rTsp9B=&#y,đĩa
偉大,いだい,greatness,JLPT JLPT_2 JLPT_3,Dj58mSmcXd,Tuyệt
抱く,いだく,"to hold (v.t.) (written expression), to embrace, to harbor",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,bnBW}<VC5Y,ôm
いたずら,いたずら,"trick, practical joke",JLPT JLPT_2 JLPT_3,GffoWqmg)Q,nghịch ngợm
いただきます,いただきます,expression of gratitude before meals,JLPT JLPT_2 JLPT_3,jhTihku]b|,Tôi sẽ rất thích có thứ này.
痛み,いたみ,"pain, ache, sore",JLPT JLPT_2 JLPT_3,fCH])@V^N},nỗi đau
至る,いたる,"to come, to arrive",JLPT JLPT_2 JLPT_3,go_hN=pqmn,Để tiếp cận
市,いち,"market, fair",JLPT_1 JLPT JLPT_2 JLPT_3,b}j[=OS2%d,thành phố
位置,いち,"place, position",JLPT JLPT_2 JLPT_3,rRL{bp[klU,Vị trí
一時,いちじ,"for a time, temporarily",JLPT JLPT_2 JLPT_3,rZn?lv+;:4,tạm thời
一度に,いちどに,all at once,JLPT JLPT_2 JLPT_3,AK)V=Yq3mS,tất cả cùng một lúc
市場,いちば,"market, bazaar",JLPT JLPT_2 JLPT_3,DBqN2uJ#li,chợ
いつか,いつか,"sometime, one day",JLPT JLPT_2 JLPT_3,FR_y9u}n#<,một ngày nào đó
一家,いっか,"family, clan",JLPT JLPT_2 JLPT_3,l/wm^:qD$x,Một gia đình
一種,いっしゅ,"a species, a kind, a variety",JLPT JLPT_2 JLPT_3,sn._eGR[}-,Một loại
一瞬,いっしゅん,"a moment, an instant",JLPT JLPT_2 JLPT_3,Qq!{_/r0wa,trong giây lát
一生,いっしょう,throughout (one's) life,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,AtHZ6K9AwM,suốt đời
一層,いっそう,"much more, still more",JLPT JLPT_2 JLPT_3,CjCbT!QO~},lớp
一体,いったい,one object; body; what on earth?; generally,JLPT JLPT_2 JLPT_3,K?hP0<cU>&,Một
一致,いっち,agreement; conformity,JLPT JLPT_2 JLPT_3,ysxIQslQyD,Nhất quán
いつでも,いつでも,"(at) any time, always",JLPT JLPT_2 JLPT_3,N>sX%eJi!w,bất cứ lúc nào
いつのまにか,いつのまにか,before one knows,JLPT JLPT_2 JLPT_3,D<V5f@i{!T,Trước khi tôi kịp nhận ra điều đó
一般,いっぱん,"general, average",JLPT JLPT_2 JLPT_3,mhggl5@LT?,nói chung là
一方,いっぽう,on the other hand; meanwhile,JLPT JLPT_2 JLPT_3,ta7h-#VP%b,mặt khác
いつまでも,いつまでも,"forever, for good, eternally",JLPT JLPT_2 JLPT_3,r@zE/Lc+82,Mãi mãi
移動,いどう,"migration, movement",JLPT JLPT_2 JLPT_3,yz:o#%V|;@,di chuyển
従兄弟,いとこ,cousin (male),JLPT JLPT_2 JLPT_3,CcBJPKt<s5,anh em họ
従姉妹,いとこ,cousin (female),JLPT JLPT_2 JLPT_3,s78r`;/ON~,anh em họ
稲,いね,rice-plant,JLPT JLPT_2 JLPT_3,HQD[kKI--m,cơm
居眠り,いねむり,"dozing, nodding off",JLPT JLPT_2 JLPT_3,p&}.agckN6,Ngủ gật
命,いのち,life,JLPT JLPT_2 JLPT_3,"z7V@a,~`Re",mạng sống
違反,いはん,"violation (of law), infringement",JLPT JLPT_2 JLPT_3,jOqAs(GP-H,vi phạm
衣服,いふく,clothes,JLPT JLPT_2 JLPT_3,pHoA66%Mk&,quần áo
居間,いま,living room,JLPT JLPT_2 JLPT_3,G/@=.gt:M?,phòng khách
今に,いまに,"before long, soon",JLPT JLPT_2 JLPT_3,E1NlCS5^&;,Hiện nay
今にも,いまにも,"at any time, soon",JLPT JLPT_2 JLPT_3,Kiwg*7Fayc,Hiện nay
イメージ,イメージ,one's image,JLPT JLPT_2 JLPT_3,m5PWtQuC8,hình ảnh
否,いや,"no, the noes",JLPT JLPT_2 JLPT_3,t%b|d?y!x;,KHÔNG
以来,いらい,"since, henceforth",JLPT JLPT_2 JLPT_3,wKMM5>=Rhf,từ
依頼,いらい,request; dependence,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,"A,;GX*Z1pN",lời yêu cầu
いらいら,いらいら,"getting nervous, irritation",JLPT JLPT_2 JLPT_3,cX)s!En;S_,Kích ứng
いらっしゃい,いらっしゃい,welcome,JLPT JLPT_2 JLPT_3,c2%8d/UU0k,Chào mừng
医療,いりょう,"medical care, medical treatment",JLPT JLPT_2 JLPT_3,kJzii8E*wG,chăm sóc y tế
岩,いわ,rock,JLPT JLPT_2 JLPT_3,G|eL<b]=]q,đá
祝い,いわい,"celebration, festival",JLPT JLPT_2 JLPT_3,GZfmX5Jx8(,Lễ ăn mừng
祝う,いわう,"to congratulate, to celebrate",JLPT JLPT_2 JLPT_3,X@UPs?&].,kỉ niệm
言わば,いわば,so to speak,JLPT JLPT_2 JLPT_3,ISB~|Yz?TD,Nói cách khác
いわゆる,いわゆる,"the so-called, so-to-speak",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,pIL=hHO-Je,cái gọi là
インク,インク,ink,JLPT JLPT_2 JLPT_3,q1l^_2FS@C,mực
印刷,いんさつ,printing,JLPT JLPT_2 JLPT_3,M!0uun/z}U,in ấn
印象,いんしょう,impression,JLPT JLPT_2 JLPT_3,Q*RbG8|1@p,ấn tượng
引退,いんたい,retirement,JLPT JLPT_2 JLPT_3,CiE>>/IlUa,Nghỉ hưu
インタビュー,インタビュー,interview,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,Lr#jpXZo&{,Phỏng vấn
引用,いんよう,"quotation, citation",JLPT JLPT_2 JLPT_3,mgmTGyy@R!,Trích dẫn
ウイスキー,ウイスキー,whiskey,JLPT JLPT_2 JLPT_3,pU);qhPs)v,Whisky
上,うわ,"upper, outer, surface",JLPT JLPT_2 JLPT_3,Alx@.Upj.V,thượng đẳng
魚,うお,fish,JLPT JLPT_2 JLPT_3,"OhV1B,p7lY",cá
うがい,うがい,gargling,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,k@]kPJW~yl,Súc miệng
受け取る,うけとる,"to receive, to get, to accept",JLPT JLPT_2 JLPT_3,"Jr/,h++/bg",nhận được
動かす,うごかす,"to move, to shift",JLPT JLPT_2 JLPT_3,NB>1{PM|;},di chuyển
兎,うさぎ,"rabbit, hare",JLPT JLPT_2 JLPT_3,"fu:N<z:T,%",con thỏ
牛,うし,"cattle, cow",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,f~4k*~tyLI,con bò đực
失う,うしなう,"to lose, to part with",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,pYDJ7QMJY3,thua
疑う,うたがう,"to doubt, to distrust",JLPT JLPT_2 JLPT_3,rNjW1$Ny&Q,nghi ngờ
宇宙,うちゅう,"universe, cosmos, space",JLPT JLPT_2 JLPT_3,z$:a2a^Sj:,vũ trụ
討つ,うつ,"to attack, to avenge",JLPT JLPT_2 JLPT_3,PyYz(3~uk@,tấn công
撃つ,うつ,"to attack, to shoot",JLPT JLPT_2 JLPT_3,E~&l5[EXS/,bắn
うっかり,うっかり,carelessly; inadvertently,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,e}eZDDJ?#=,vô tình
映す,うつす,"to project, to reflect, to cast (shadow)",JLPT JLPT_2 JLPT_3,v%$=^xk|L|,dự án
訴える,うったえる,"to complain, to appeal, to sue (a person)",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,q3vDC2@R>l,mang hành động đến
写る,うつる,"to be photographed, to be projected",JLPT JLPT_2 JLPT_3,CI<Sr}lwt|,Ảnh
映る,うつる,"to be reflected, to come out (photo)",JLPT JLPT_2 JLPT_3,b:A%=5OyPu,phản ánh
うなる,うなる,"to groan, to moan",JLPT JLPT_2 JLPT_3,s+o0tk>SxK,gầm gừ
奪う,うばう,"to rob, to deprive",JLPT JLPT_2 JLPT_3,wyO.=2:4&2,để lấy
馬,うま,horse; promoted bishop (in Japanese chess known as shogi),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,I-Qwz&8r5B,ngựa
生まれ,うまれ,"birth, birth-place",JLPT JLPT_2 JLPT_3,deVvQ9]dKk,Sinh
有無,うむ,"yes or no, presence or absence",JLPT JLPT_2 JLPT_3,q6A?^f?DMI,Nó có tồn tại hay không?
梅,うめ,"plum, lowest (of a three-tier ranking system)",JLPT JLPT_2 JLPT_3,unQPf%DK.[,quả mận
埋める,うめる,"to bury, to fill up, to fill (a seat, a vacant position)",JLPT JLPT_2 JLPT_3,wtEE639hh4,điền vào
裏切る,うらぎる,"to betray, to turn traitor",JLPT JLPT_2 JLPT_3,hCN[eLWk|~,phản bội
羨ましい,うらやましい,"envious, enviable",JLPT JLPT_2 JLPT_3,P/?}=]sJqp,đáng ghen tị
売れる,うれる,to be sold,JLPT JLPT_2 JLPT_3,"wjQK4P,#&y",bán
噂,うわさ,"rumor, gossip",JLPT JLPT_2 JLPT_3,iJw30XJ732,tin đồn
運,うん,"fortune, luck",JLPT JLPT_2 JLPT_3,"niW>.BR,WX",may mắn
運転,うんてん,"operation, driving",JLPT JLPT_2 JLPT_3,x@0Upz+IK7,lái xe
柄,え,"handle (of a sword, dagger, etc.), grip",JLPT_1 JLPT JLPT_2 JLPT_3,vAFwXg-!s2,Mẫu
永遠,えいえん,"eternity, perpetuity, immortality",JLPT JLPT_2 JLPT_3,DxPif#CAiw,mãi mãi
永久,えいきゅう,"eternity, perpetuity, immortality",JLPT JLPT_2 JLPT_3,"H2N,Hwk+O>",Vĩnh viễn
影響,えいきょう,"influence, effect",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,xzq]$1i3z},Ảnh hưởng
営業,えいぎょう,"business, trade, management",JLPT JLPT_2 JLPT_3,xesLH`A]]j,việc bán hàng 
衛星,えいせい,satellite,JLPT_1 JLPT JLPT_2 JLPT_3,mODPl+GnJ<,vệ tinh
栄養,えいよう,"nutrition, nourishment",JLPT JLPT_2 JLPT_3,D*<eW1UGaQ,dinh dưỡng
笑顔,えがお,smile (on one's face),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,"ck|m~NB,1+",nụ cười
描く,えがく,"to draw, to depict, to describe",JLPT JLPT_2 JLPT_3,A%|&4/hW0O,vẽ tranh
餌,えさ,"feed, bait",JLPT JLPT_2 JLPT_3,kFT)$ftn@z,cho ăn
エネルギー,エネルギー,energy (GER: energie),JLPT JLPT_2 JLPT_3,z36oBXl-RE,Năng lượng
得る,える,"to get, to gain, to win, to learn",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,v$jA3Lrsi],đạt được
得る,うる,"to get, to gain, to win",JLPT JLPT_2 JLPT_3,sT#y1FGTc!,đạt được
円,えん,"circle, yen",JLPT JLPT_2 JLPT_3,lsb6<icN4?,vòng tròn
延期,えんき,"postponement, adjournment",JLPT JLPT_2 JLPT_3,DUXFS%Wd#v,hoãn
演技,えんぎ,"acting, performance",JLPT JLPT_2 JLPT_3,IH<gd>zmOh,Diễn xuất
援助,えんじょ,"assistance, aid, support",JLPT JLPT_2 JLPT_3,h`{I^&2VL&,hỗ trợ
エンジン,エンジン,engine,JLPT JLPT_2 JLPT_3,qw.wG*b!Qa,động cơ
演説,えんぜつ,"speech, address",JLPT JLPT_2 JLPT_3,ubLUzysT08,lời nói
演奏,えんそう,musical performance,JLPT JLPT_2 JLPT_3,G9]&KRGi[P,Hiệu suất
老い,おい,"old age, the aged",JLPT JLPT_2 JLPT_3,"Hz1%S/^$?,",cũ
追い付く,おいつく,"to overtake, to catch up (with)",JLPT JLPT_2 JLPT_3,g{~7a$v2sm,bắt kịp
王,おう,king,JLPT JLPT_2 JLPT_3,k#_<4ay=~G,nhà vua
追う,おう,"to chase, to run after",JLPT JLPT_2 JLPT_3,x%>16|CvCA,Theo đuổi
応援,おうえん,"aid, assistance, help",JLPT JLPT_2 JLPT_3,NDS^Ak)|LB,ủng hộ
王様,おうさま,king,JLPT JLPT_2 JLPT_3,nKPemrJ_V5,nhà vua
王子,おうじ,prince,JLPT JLPT_2 JLPT_3,"L`,J_WL+]h",hoàng tử
応じる,おうじる,"to adapt, to respond, to comply with",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,"xK:s,vBFc7",Trả lời
