expression,reading,meaning,tags,guid,vietnamese_definition
下痢,げり,diarrhea,JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,D94n#KX+u`,tiêu chảy
権威,けんい,"authority, power, influence",JLPT_1 JLPT,lZZG^l>c$z,thẩm quyền
兼業,けんぎょう,holding two jobs at the same time,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,x9DFE@YYzp,Công việc làm thêm
原形,げんけい,"original form, base form",JLPT_1 JLPT,"y2|y)U#`,-",Nguyên bản
原型,げんけい,"prototype, model, archetypal",JLPT_1 JLPT,"d5x_w+I&U,",nguyên mẫu
権限,けんげん,"power, authority, jurisdiction",JLPT_1 JLPT,wsBe&qWS]u,thẩm quyền
現行,げんこう,"present, current, in operation",JLPT_1 JLPT,cB#>jxDt}],có hiệu lực
健在,けんざい,"in good health, well",JLPT_1 JLPT,K?xI8~wHA>,Vẫn còn sống
原作,げんさく,original work,JLPT_1 JLPT,"K<e+,WSWtr",tác phẩm gốc
検事,けんじ,public prosecutor,JLPT_1 JLPT,H[xn?@;-+x,Công tố viên
原子,げんし,atom,JLPT_1 JLPT,"b[T}G,9]G?",nguyên tử
元首,げんしゅ,"ruler, sovereign",JLPT_1 JLPT,cJ-$.|^5r+,Người đứng đầu nhà nước
原書,げんしょ,original document,JLPT_1 JLPT,wBia;+PSDE,Sách gốc
懸賞,けんしょう,"offering prizes, winning, reward",JLPT_1 JLPT,B7|NMN9B[B,Tiền thưởng
健全,けんぜん,"health, soundness, wholesome",JLPT_1 JLPT,u-bm~%/EH(,âm thanh
元素,げんそ,element,JLPT_1 JLPT,B2tvGhK[&9,yếu tố
同調,どうちょう,"sympathy, agree with, alignment",JLPT_1 JLPT,n#0+>4}sN5,điều chỉnh
到底,とうてい,(cannot) possibly,JLPT_1 JLPT,C.#O<.PWZ+,cuối cùng
動的,どうてき,"dynamic, kinetic",JLPT_1 JLPT,k^9j&Q>>|N,năng động
尊い,とうとい,"precious, valuable, noble",JLPT_1 JLPT,o/:X}@s/ud,quý giá
貴い,とうとい,"precious, valuable, noble",JLPT_1 JLPT,uE?!53}hB@,quý giá
同等,どうとう,"equality, equal, same rank",JLPT_1 JLPT,sS(wNIrQN<,Bình đẳng
堂々,どうどう,"magnificent, grand, impressive",JLPT_1 JLPT,O@p/U*&n{h,Tráng lệ
尊ぶ,とうとぶ,"to value, to prize, to esteem",JLPT_1 JLPT,NH2!B2Yh2E,Sự tôn trọng
どうにか,どうにか,"in some way or other, one way or another",JLPT_1 JLPT,l_xfmqX[ub,Bằng cách nào đó
投入,とうにゅう,"throw, investment, making (an electrical circuit)",JLPT_1 JLPT,mwsjMMb<d>,Sự đầu tư
導入,どうにゅう,"introduction, bringing in, leading in",JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,m1+j$HqcF;,giới thiệu
当人,とうにん,"the one concerned, the said person",JLPT_1 JLPT,l]4=/bCF3a,Người được đề cập
同封,どうふう,"enclosure (e.g., in a letter)",JLPT_1 JLPT,hnY+6g21h_,Gửi kèm
逃亡,とうぼう,escape,JLPT_1 JLPT,qqqC#4{p[V,bỏ trốn
冬眠,とうみん,"hibernation, winter sleep",JLPT_1 JLPT,"B+T>Lb-B&,",ngủ đông
同盟,どうめい,"alliance, union, league",JLPT_1 JLPT,oBig^AFvC5,liên minh
どうやら,どうやら,"it seems like, somehow or other",JLPT_1 JLPT,LZH$.!k~sm,Rõ ràng
動力,どうりょく,"power, motive power, dynamic force",JLPT_1 JLPT,gcbdGzw%jw,quyền lực
登録,とうろく,"registration, register, record",JLPT_1 JLPT,w(]v<(of^0,Sự đăng ký
討論,とうろん,discussion; debate,JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,ft/}AOp*ZE,bàn luận
遠ざかる,とおざかる,to go far off,JLPT_1 JLPT,nANBsXm^[4,Rời đi
遠回り,とおまわり,"detour, roundabout way",JLPT_1 JLPT,u;(Y+10j3P,Đường vòng
トーン,トーン,tone,JLPT_1 JLPT,O1)Y~lZnk@,âm thanh
とかく,とかく,"anyhow, anyway, in any case",JLPT_1 JLPT,Jhr>yBj`X[,Tóm lại
とがめる,とがめる,"to blame, to rebuke",JLPT_1 JLPT,tCyhd<KEBb,khiển trách
時折,ときおり,sometimes,JLPT_1 JLPT,cBC8l)@|Bd,Thỉnh thoảng
とぎれる,とぎれる,"to pause, to be interrupted",JLPT_1 JLPT,M`gmYE]A0;,phá vỡ
研ぐ,とぐ,"to sharpen, to grind, to polish",JLPT_1 JLPT,lUJgFysD==,mài
特技,とくぎ,special talent; skill,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,"iyF,MXDXX4",Kỹ năng đặc biệt
独裁,どくさい,"dictatorship, despotism",JLPT_1 JLPT,"c+G[A,i*M0",chế độ độc tài
特産,とくさん,"specialty, special product",JLPT_1 JLPT,Cyr8}5s:<j,Chuyên ngành
独自,どくじ,"original, peculiar, characteristic",JLPT_1 JLPT,iCBdeKS#GI,Độc nhất
特集,とくしゅう,"feature (e.g., newspaper, special edition, report)",JLPT_1 JLPT,wi!>SN]gEF,Tính năng đặc biệt
独占,どくせん,monopoly,JLPT_1 JLPT,j~8Pw]-mt@,Loại trừ
独創,どくそう,originality,JLPT_1 JLPT,gXnxl+EiHr,Tính độc đáo
得点,とくてん,"score, points made",JLPT_1 JLPT,"u`t,J1?=>5",điểm
特派,とくは,"send specially, special envoy",JLPT_1 JLPT,HzEPo`9b]p,Đặc phái viên
特有,とくゆう,"characteristic (of, peculiar (to))",JLPT_1 JLPT,s!rvO*5;{%,Độc nhất
とげ (をさす),とげ (をさす),thorn,JLPT_1 JLPT,hJ#iZ92?#q,gai (đâm xuyên)
遂げる,とげる,"to accomplish, to achieve, to carry out",JLPT_1 JLPT,xrXbhn4rr4,hoàn thành
～どころか,～どころか,"rather, far from",JLPT_1 JLPT,EHH{[82H7I,~
年頃,としごろ,"age, marriageable age, adolescence",JLPT_1 JLPT,etGaTJBp9c,Tuổi
戸締り,とじまり,"closing up, locking the doors",JLPT_1 JLPT,br8:Ms=|$#,Khóa lại
途上,とじょう,"en/in route, half way",JLPT_1 JLPT,u0JdXEY0c~,Phát triển
土台,どだい,"foundation, base, basis",JLPT_1 JLPT,cvkea1V_|{,căn cứ
途絶える,とだえる,"to stop, to cease, to come to an end",JLPT_1 JLPT,G6Wu+!]SF@,ngưng
特許,とっきょ,"special permission, patent",JLPT_1 JLPT,y;*Z>uq]4W,bằng sáng chế
特権,とっけん,"privilege, special right",JLPT_1 JLPT,k%B0csu$EA,đặc quyền
とっさに,とっさに,at once,JLPT_1 JLPT,q}5LIfDsGB,Đột nhiên
突如,とつじょ,"suddenly, all of a sudden",JLPT_1 JLPT,vs{$6V?ZhH,đột nhiên
とって,とって,"handle, grip, knob",JLPT_1 JLPT,G05L%<Kvt?,Lấy
突破,とっぱ,"breaking through, breakthrough, penetration",JLPT_1 JLPT,BUU#!_nB`?,đột phá
土手,どて,"embankment, bank",JLPT_1 JLPT,P7Y3[uoFO/,ngân hàng
届,とどけ,"report, notification, registration",JLPT_1 JLPT,k&rtuoJHn+,Phiên họp
滞る,とどこおる,"to stagnate, to be delayed",JLPT_1 JLPT,K*Hz>u1V/7,trì trệ
整える,ととのえる,"to put in order, to arrange, to adjust; to get ready, to prepare; to raise money",JLPT_1 JLPT,yz)tg)bvJH,dọn dẹp
止める,とどめる,"to end, to stop, to cease, to resign",JLPT_1 JLPT,IgE:xC]C-g,dừng lại
唱える,となえる,"to recite, to chant, to call upon",JLPT_1 JLPT,Gg`8L(I3?q,đọc thuộc lòng
殿様,とのさま,feudal lord,JLPT_1 JLPT,xjLi|(N)Y!,Chúa
土俵,どひょう,arena,JLPT_1 JLPT,kt7if2NoDZ,sàn đấu sumo
扉,とびら,"door, opening",JLPT_1 JLPT,I24=_qRNG{,cửa
溝,どぶ,"ditch, drain, gap",JLPT_1 JLPT,Hzol[}&YZl,mương
徒歩,とほ,"walking, going on foot",JLPT_1 JLPT,Fjm7hAD%fu,đi bộ
土木,どぼく,public works,JLPT_1 JLPT,jgd#[Gmw^^,Kỹ thuật Xây dựng
とぼける,とぼける,"to play dumb, to feign ignorance, to play innocent, to have a blank facial expression; to play the fool; to be in one's dotage",JLPT_1 JLPT,HA39$4<O7S,giả vờ không biết
乏しい,とぼしい,"meager, scarce, hard up, poor",JLPT_1 JLPT,"wt#tsoF,$N",nghèo
富,とみ,"wealth, fortune",JLPT_1 JLPT,kl&?2R4Ul?,giàu có
富む,とむ,"to be rich, to become rich",JLPT_1 JLPT,Q?~wK|+t|p,giàu có
共稼ぎ,ともかせぎ,"working together, (husband and wife) earning a living together",JLPT_1 JLPT,"K<|&apg,,5",Hộ gia đình có hai nguồn thu nhập
伴う,ともなう,"to accompany, to bring with",JLPT_1 JLPT,ntk-`u.Caj,kèm theo
共働き,ともばたらき,dual income (husband and wife both working),JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,KsJK.WMk9k,Hộ gia đình có hai nguồn thu nhập
ドライ,ドライ,dry,JLPT_1 JLPT,uyF82nwuCT,khô
ドライクリーニング,ドライクリーニング,dry cleaning,JLPT_1 JLPT,hI<4F;7$M(,Giặt khô
ドライバー,ドライバー,"driver, screwdriver",JLPT_1 JLPT,JR*AC1{b!P,tài xế
ドライブイン,ドライブイン,drive in,JLPT_1 JLPT,lGQ5H]umJ,Rạp chiếu phim ngoài trời
トラブル,トラブル,trouble (sometimes used as a verb),JLPT_1 JLPT,fF~?5;]hHp,rắc rối
トランジスター,トランジスター,transistor,JLPT_1 JLPT,G8*[Jm%i5[,bóng bán dẫn
とりあえず,とりあえず,"at once, first of all, for the time being",JLPT_1 JLPT,"A3E,EB~Q2G",hiện tại
取扱,とりあつかい,"treatment, handling, management",JLPT_1 JLPT,rBTr^DU*Cx,xử lý
取り扱う,とりあつかう,"to treat, to handle, to deal in",JLPT_1 JLPT,f<xt2FJB#W,xử lý
鳥居,とりい,Shinto shrine archway,JLPT_1 JLPT,bwgFGu0jgU,cổng torii
取り替え,とりかえ,"swap, exchange",JLPT_1 JLPT,"LmK#s,9;im",Thay thế
取り組む,とりくむ,"to tackle, to engage in a bout, to come to grips with",JLPT_1 JLPT,FUhxb`Icnx,làm việc trên
取締り,とりしまり,"control, crackdown, supervision",JLPT_1 JLPT,Nn_#J1j`cb,điều khiển
取り締まる,とりしまる,"to crack down, to control, to supervise",JLPT_1 JLPT,u>YtS}dO87,Thực thi
取り調べる,とりしらべる,"to investigate, to examine",JLPT_1 JLPT,"lTv.J/i,RR",thẩm vấn
取り立てる,とりたてる,"to collect, to extort",JLPT_1 JLPT,u]pjW8@;4G,sưu tầm
取り次ぐ,とりつぐ,"to act as an agent for, to announce (someone), to convey (a message)",JLPT_1 JLPT,h81vV]thLx,rơle
取り付ける,とりつける,"to furnish, to install; to get someone's agreement",JLPT_1 JLPT,OLVn)Sl<l<,Cài đặt
取り除く,とりのぞく,"to remove, to take away, to set apart",JLPT_1 JLPT,hNl.|rVPKI,di dời
取引,とりひき,"transactions, dealings, business",JLPT_1 JLPT,QK;D?PC(Iv,giao dịch
取り巻く,とりまく,"to surround, to circle, to enclose",JLPT_1 JLPT,E%Fl$NJpIJ,xung quanh
取り混ぜる,とりまぜる,"to mix, to put together",JLPT_1 JLPT,Bo(wYaa}Ah,Trộn
取り戻す,とりもどす,"to take back, to regain",JLPT_1 JLPT,pPlunQ{V=M,lấy lại
取り寄せる,とりよせる,"to order, to send away for",JLPT_1 JLPT,M^8;v4K?HH,đặt hàng
ドリル,ドリル,drill,JLPT_1 JLPT,tLuvrWP-bR,máy khoan
副,とりわけ,"especially, above all",JLPT_1 JLPT,I|~T6euZ&R,phó
とろける,とろける,melt; to be enchanted with,JLPT_1 JLPT,zCt%1bEngS,Tan chảy trong miệng
鈍感,どんかん,"thickheadedness, stolidity",JLPT_1 JLPT,AGgv#X94Iv,Vô cảm
とんだ,とんだ,"terrible, awful, serious, absolutely not",JLPT_1 JLPT,H?67/UOJ%d,Tonda
度忘れ,どわすれ,"lapse of memory, forget for a moment",JLPT_1 JLPT,O3@@XzGoQO,Sự lãng quên
問屋,とんや,wholesale store,JLPT_1 JLPT,L]HWWc9|Rk,nhà bán buôn
内閣,ないかく,"cabinet, (government)",JLPT_1 JLPT,y)df|:D=Sq,Tủ
乃至,ないし,"from...to, between...and, or",JLPT_1 JLPT,iAOF?Qa_8q,và thậm chí
内緒,ないしょ,"secrecy, privacy, secret",JLPT_1 JLPT,u~2eY8N1H4,bí mật
内心,ないしん,"innermost thoughts, real intention, inmost heart",JLPT_1 JLPT,qVMnXwPQkx,trái tim
内蔵,ないぞう,internal organ; built-in,JLPT_1 JLPT,L]Dm~E_?j[,Tích hợp sẵn
ナイター,ナイター,"game under lights (e.g., baseball), night game",JLPT_1 JLPT,w71YMp^g^|,Trò chơi đêm
内部,ないぶ,"interior, inside, internal",JLPT_1 JLPT,Qc_^Hv.8K<,nội bộ
内乱,ないらん,"civil war, domestic conflict",JLPT_1 JLPT,"nyNNE_],O!",xung đột nội bộ
内陸,ないりく,inland,JLPT_1 JLPT,G}P5V$Jk?4,vào sâu trong đất liền
苗,なえ,rice seedling,JLPT_1 JLPT,D`y6b-_J-},Cây con
なおさら,なおさら,"all the more, still less",JLPT_1 JLPT,D3]|seyAVE,Càng hơn nữa
流し,ながし,sink,JLPT_1 JLPT,sUm$!Jp0[},bồn rửa
長々,ながなが,"long, drawn-out, very long",JLPT_1 JLPT,OTwM?YMLfQ,dài
中程,なかほど,"middle, midway",JLPT_1 JLPT,A)F$iP@]z@,tầm trung
渚,なぎさ,"water's edge, beach, shore",JLPT_1 JLPT,zd22=yfA9n,Nagisa
嘆く,なげく,"to sigh, to lament, to grieve",JLPT_1 JLPT,ilzJ;<!YjV,than thở
投げ出す,なげだす,"to abandon, to throw out",JLPT_1 JLPT,vl-:<#dR[!,từ bỏ
仲人,なこうど,"go-between, matchmaker",JLPT_1 JLPT,kknZLw#*&s,người mai mối
和やか,なごやか,"mild, calm, harmonious",JLPT_1 JLPT,EbN._V9![%,hoà bình
名残,なごり,"remains, traces, memory",JLPT_1 JLPT,oz>_]^qFZM,Di tích
情け,なさけ,"sympathy, compassion",JLPT_1 JLPT,D|r~;|9R]k,lòng thương xót
情無い,なさけない,"miserable, pitiable, shameful",JLPT_1 JLPT,N<_jdqMHiS,Đáng thương hại
情深い,なさけぶかい,"tender-hearted, compassionate",JLPT_1 JLPT,P:u6w48-M4,lòng thương xót
詰る,なじる,"to rebuke, to scold, to tell off",JLPT_1 JLPT,m2ug%F|{:P,mắng mỏ
名高い,なだかい,"famous, celebrated, well-known",JLPT_1 JLPT,CAOqe%9eXa,Nổi tiếng
雪崩,なだれ,avalanche,JLPT_1 JLPT,i|el8n-PMm,tuyết lở
懐く,なつく,to become emotionally attached,JLPT_1 JLPT,g];Z(M#sXQ,Trở nên gắn bó
名付ける,なづける,to name,JLPT_1 JLPT,NJQx_8`$@d,để đặt tên
何気ない,なにげない,"casual, unconcerned",JLPT_1 JLPT,GCR5kv%JGq,bình thường
なにとぞ,なにとぞ,"please, kindly, by all means",JLPT_1 JLPT,lQ*Q=lmCB7,Vui lòng
なにより,なにより,"most, best",JLPT_1 JLPT,Ifj=x)`!7.,Trên hết
ナプキン,ナプキン,napkin,JLPT_1 JLPT,dY;w6ETO=:,khăn ăn
名札,なふだ,"name plate, name tag",JLPT_1 JLPT,"H,LzU#iC|r",Thẻ tên
生臭い,なまぐさい,"smelling of fish or blood, fish or meat",JLPT_1 JLPT,vDPDWlb?&h,mùi tanh
生温い,なまぬるい,"lukewarm, halfhearted",JLPT_1 JLPT,G~a-u$_3U#,ấm
生身,なまみ,"living flesh, flesh and blood, the quick",JLPT_1 JLPT,mdk5@{-d$q,cơ thể thô
鉛,なまり,lead (the metal),JLPT_1 JLPT,clLq6d~d8L,chỉ huy
滑らか,なめらか,"smoothness, glassiness",JLPT_1 JLPT,F~B/LW)1su,trơn tru
嘗める,なめる,to lick; to experience; to make fun of,JLPT_1 JLPT,"h&h,RaX>m(",liếm
悩ましい,なやましい,"seductive, melancholy, languid",JLPT_1 JLPT,vf@^4N2dLC,rắc rối
悩ます,なやます,"to bother, to harass, to molest",JLPT_1 JLPT,jR2E;(CfhM,Điều đó khiến tôi lo lắng.
悩み,なやみ,"trouble(s), worry, distress",JLPT_1 JLPT Genki_Ln.19 Genki,"rYH,[!J71-",lo lắng
並びに,ならびに,and,JLPT_1 JLPT,Ny*4D`O(3Y,Và
成り立つ,なりたつ,"to consist of; to be practical (logical, feasible, viable), to be concluded, to hold true",JLPT_1 JLPT,m1{^Hc5[&f,Nó hoạt động
なるたけ,なるたけ,"as much as possible, if possible",JLPT_1 JLPT,y(q.AD0L#F,càng nhiều càng tốt
慣れ,なれ,"practice, experience",JLPT_1 JLPT,j7[97Xg7/>,Làm quen với nó
馴々しい,なれなれしい,"familiar, make free with",JLPT_1 JLPT,shT?wsHw[_,Thân thuộc
～なんか,～なんか,in the least ~,JLPT_1 JLPT,d.Q@D)R`y/,~một cái gì đó
ナンセンス,ナンセンス,nonsense,JLPT_1 JLPT,moW2Xjtt^+,Vô lý
何だか,なんだか,"a little, somewhat, somehow",JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11,hYSEqVkL.V,bằng cách nào đó
なんだかんだ,なんだかんだ,something or other,JLPT_1 JLPT,Hjnd-`9LXB,Cái này cái kia
なんなり,なんなり,"anything, whatever",JLPT_1 JLPT,w_?<3$dc`X,Bất cứ điều gì
荷,に,"load, baggage, cargo",JLPT_1 JLPT,yqk%}[]JXT,trọng tải
似通う,にかよう,to resemble closely,JLPT_1 JLPT,Dm9*/_j8S;,Tương tự
にきび,にきび,"pimple, acne",JLPT_1 JLPT,e&g:V:ku_],mụn trứng cá
賑わう,にぎわう,"to prosper, to flourish, to be crowded with people",JLPT_1 JLPT,g#ovh${-3n,nhộn nhịp
憎しみ,にくしみ,hatred,JLPT_1 JLPT,QPkVwq]vjj,sự thù hận
肉親,にくしん,"blood relationship, blood relative",JLPT_1 JLPT,uWXLxRMJ+O,người thân ruột thịt
肉体,にくたい,"the body, the flesh",JLPT_1 JLPT,gnN00<v<{9,thân hình
逃げ出す,にげだす,"to run away, to escape from",JLPT_1 JLPT,fl)eIr9*lI,Chạy trốn
西日,にしび,westering sun,JLPT_1 JLPT,K3I7nq2l;L,Ánh nắng chiều
滲む,にじむ,"to run, to blur, to spread",JLPT_1 JLPT,o9up<Sz=ve,làm mờ
にせ物,にせもの,"imitation, counterfeit",JLPT_1 JLPT,A=&EK6O#1I,hàng giả
日夜,にちや,"day and night, always",JLPT_1 JLPT,i%dEbeqYtB,ngày và đêm
荷造り,にづくり,"packing, baling, crating",JLPT_1 JLPT,qOwG&WZKL2,đóng gói
担う,になう,"to carry on shoulder, to bear (burden), to shoulder (gun)",JLPT_1 JLPT,F#SgKxy?S*,mang
鈍る,にぶる,"to become less capable, to grow dull, to become blunt, to weaken",JLPT_1 JLPT,L.(Z=bmrwj,đần độn
にも関わらず,にもかかわらず,"in spite of, nevertheless",JLPT_1 JLPT,KlWPE-D`h0,Tuy nhiên
ニュアンス,ニュアンス,nuance,JLPT_1 JLPT,LUTAFMalyV,sắc thái
ニュー,ニュー,new,JLPT_1 JLPT,"Gfvoid,rAZ",Mới
入手,にゅうしゅ,"obtaining, coming to hand",JLPT_1 JLPT,KYs]w;nq{f,Đạt được
入賞,にゅうしょう,winning a prize or place (in a contest,JLPT_1 JLPT,"QQ,s.4v3{f",Người đoạt giải
入浴,にゅうよく,"bathe, bathing",JLPT_1 JLPT,K$j=e4Tdlp,tắm
尿,にょう,urine,JLPT_1 JLPT,jT5|c!zG9i,Nước tiểu
認識,にんしき,"recognition, cognizance",JLPT_1 JLPT,"sX|,Qiq}<w",biết
妊娠,にんしん,"conception, pregnancy",JLPT_1 JLPT,j|`SG%:20Y,mang thai
任務,にんむ,"duty, mission, task",JLPT_1 JLPT,h6lc;]{2nu,Nhiệm vụ
任命,にんめい,"appointment, nomination, ordination",JLPT_1 JLPT,En]Zo|mh[y,cuộc hẹn
抜かす,ぬかす,"to omit, to leave out",JLPT_1 JLPT,B_-9.@R#h`,vượt qua
抜け出す,ぬけだす,"to slip out, to sneak away, to excel",JLPT_1 JLPT,pLSh/TV^OR,bỏ trốn
主,ぬし,"owner, master, god",JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,f$iPQS#{]6,chủ nhà
沼,ぬま,"swamp, bog, pond",JLPT_1 JLPT,q-TqHFf#eJ,Đầm lầy
音色,ねいろ,"tone color, timbre",JLPT_1 JLPT,C=~bfd:qmo,âm thanh
値打ち,ねうち,"value, worth, price",JLPT_1 JLPT,s_}27&HmzM,giá trị
ネガ,ネガ,(photographic) negative,JLPT_1 JLPT,tRtoeF@*NA,tiêu cực
寝かせる,ねかせる,"to put to bed, to lay down, to ferment",JLPT_1 JLPT,i8aC;^zTA&,Cho ngủ yên
ねじまわし,ねじまわし,screwdriver,JLPT_1 JLPT,lC3$+z.Dp9,tua vít
捩れる,ねじれる,"twist, strain",JLPT_1 JLPT,Shp4gNU#M,xoắn
妬む,ねたむ,"to be jealous, to be envious",JLPT_1 JLPT,LkwOsP2luZ,Ghen tỵ
ねだる,ねだる,"to nag, to demand",JLPT_1 JLPT,bqJI({hGlV,cầu xin
熱意,ねつい,"zeal, enthusiasm",JLPT_1 JLPT,rd11dz%oP<,sự nhiệt tình
熱湯,ねっとう,boiling water,JLPT_1 JLPT,yBQ@*k[rMd,nước sôi
熱量,ねつりょう,calorific value,JLPT_1 JLPT,yVC<gDS.Nb,Lượng calo
粘り,ねばり,"stickiness, viscosity",JLPT_1 JLPT,BvIS%RjDgh,sự kiên trì
粘る,ねばる,"to be sticky, to be adhesive, to persist, to stick to",JLPT_1 JLPT,q5idXyJ?~3,Kiên trì
値引き,ねびき,"price reduction, discount",JLPT_1 JLPT,ppHz}aRok7,giảm giá
根回し,ねまわし,making necessary arrangements,JLPT_1 JLPT,k|jB&4ScOn,sắp xếp sơ bộ
眠たい,ねむたい,sleepy,JLPT_1 JLPT,A:U[i:g3Mu,buồn ngủ
練る,ねる,"to knead, to work over, to polish up",JLPT_1 JLPT,OcA{._U(He,nhào bột
念,ねん,"sense, feeling, desire",JLPT_1 JLPT,uVWX2{yDLk,đọc
年賀,ねんが,"New Year's greetings, New Year's card",JLPT_1 JLPT,P$?kkzx-4;,Lời chúc mừng năm mới
念願,ねんがん,"one's heart's desire, earnest petition",JLPT_1 JLPT,N2]ye^.%%-,Ước nguyện ấp ủ từ lâu
年号,ねんごう,"name of an era, year number",JLPT_1 JLPT,bLo0`T)GZr,Năm
燃焼,ねんしょう,"burning, combustion",JLPT_1 JLPT,zKpI9!^gxJ,sự cháy
年長,ねんちょう,seniority,JLPT_1 JLPT,L5;%C?!rKM,lớn hơn
燃料,ねんりょう,fuel,JLPT_1 JLPT,rltcX_fvi[,nhiên liệu
年輪,ねんりん,annual tree ring,JLPT_1 JLPT,b+fwXle>0o,Vòng hàng năm
ノイローゼ,ノイローゼ,neurosis (GER: Neurose),JLPT_1 JLPT,"J+@dVGG,?/",chứng loạn thần kinh
農耕,のうこう,"farming, agriculture",JLPT_1 JLPT,s|V;EQ<DFG,nông nghiệp
農場,のうじょう,farm,JLPT_1 JLPT,f{r<5W&Bpu,nông trại
農地,のうち,agricultural land,JLPT_1 JLPT,gFlV*(m#WE,đất nông nghiệp
納入,のうにゅう,"payment, supply",JLPT_1 JLPT,K9YdM1s/F>,Bao gồm
逃す,のがす,"to let loose, to set free, to let escape",JLPT_1 JLPT,cfjj1lW1R,Cô
逃れる,のがれる,to escape,JLPT_1 JLPT,ur0/yS?G.F,bỏ trốn
軒並,のきなみ,row of houses; uniformly,JLPT_1 JLPT,gYh0C^=J<1,Huyền Băng
望ましい,のぞましい,"desirable, hoped for",JLPT_1 JLPT,O~bUfdZRZc,mong muốn
乗っ取る,のっとる,"to capture, to occupy, to take over",JLPT_1 JLPT,D>275*`Xs9,Tiếp quản
のどか,のどか,"tranquil, calm, quiet",JLPT_1 JLPT,IT.<Z@]SZ.,Hoà bình
罵る,ののしる,"to speak ill of, to abuse",JLPT_1 JLPT,o]7]HcCGpH,sự sỉ nhục
延べ,のべ,"futures, credit (buying), stretching, total",JLPT_1 JLPT,Eb3R}G~vq&,tổng cộng
飲み込む,のみこむ,"to gulp down, to swallow deeply, to understand",JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,fwLCsj3c:^,nuốt
